UF;NACIONALIDADE;CLASSIFICACAO;QTD
SC;UCRÂNIA;Residente;60
SC;CHINA;Residente;746
SC;CUBA;Provisório;2064
SC;REP. DOMINICANA;Residente;212
SC;AUSTRIA;Residente;145
SC;CHILE;Residente;1121
SC;CHILE;Temporário;323
SC;COLÔMBIA;Residente;1358
SC;ANGOLA;Temporário;161
SC;TUNÍSIA;Residente;22
SC;MÉXICO;Residente;165
SC;APÁTRIDA;Residente;21
SC;RÚSSIA;Residente;860
SC;CHINA;Provisório;5
SC;SUÉCIA;Residente;58
SC;COLÔMBIA;Temporário;805
SC;LÍBANO;Residente;244
SC;FRANÇA;Residente;429
SC;BOLÍVIA;Residente;414
SC;AUSTRÁLIA;Residente;68
SC;PAÍSES BAIXOS;Residente;193
SC;JAPÃO;Residente;346
SC;FRANÇA;Temporário;46
SC;CUBA;Residente;750
SC;BOLÍVIA;Temporário;124
SC;EGITO;Residente;110
SC;PERU;Residente;856
SC;GUINÉ BISSAU;Temporário;82
SC;SENEGAL;Residente;303
SC;CHINA;Temporário;25
SC;EL SALVADOR;Residente;29
SC;CABO VERDE;Residente;24
SC;BÉLGICA;Temporário;8
SC;PARAGUAI;Temporário;371
SC;BANGLADESH;Residente;96
SC;IRAQUE;Residente;28
SC;INDIA;Residente;61
SC;PORTUGAL;Temporário;27
SC;EQUADOR;Residente;157
SC;REP. DOMINICANA;Temporário;38
SC;RÚSSIA;Provisório;46
SC;CAZAQUISTÃO;Provisório;15
SC;COLÔMBIA;Provisório;67
SC;ESTADOS UNIDOS;Residente;954
SC;CORÉIA DO SUL;Residente;159
SC;PERU;Temporário;260
SC;MARROCOS;Residente;74
SC;VENEZUELA;Provisório;2374
SC;HUNGRIA;Residente;28
SC;ROMÊNIA;Provisório;2
SC;ISRAEL;Residente;95
SC;EQUADOR;Temporário;51
SC;SÉRVIA;Residente;11
SC;ALEMANHA;Temporário;135
SC;REINO UNIDO;Residente;432
SC;MOÇAMBIQUE;Temporário;31
SC;MALÁSIA;Temporário;1
SC;GRÉCIA;Residente;44
SC;AFEGANISTÃO;Temporário;52
SC;CONGO;Temporário;7
SC;ANGOLA;Residente;187
SC;BÉLGICA;Residente;80
SC;RÚSSIA;Temporário;57
SC;AFRICA DO SUL;Residente;32
SC;UCRÂNIA;Temporário;32
SC;PARAGUAI;Provisório;2
SC;FILIPINAS;Temporário;10
SC;NAMÍBIA;Residente;1
SC;INDONÉSIA;Temporário;2
SC;SUÉCIA;Temporário;8
SC;REP. DOMINICANA;Provisório;84
SC;CANADÁ;Residente;134
SC;NICARÁGUA;Residente;12
SC;REINO UNIDO;Temporário;49
SC;ESTADOS UNIDOS;Temporário;95
SC;ARÁBIA SAUDITA;Residente;6
SC;IRÃ;Residente;78
SC;CROÁCIA;Residente;7
SC;NIGÉRIA;Residente;45
SC;PAQUISTÃO;Residente;80
SC;COSTA RICA;Residente;20
SC;MARROCOS;Provisório;49
SC;BULGÁRIA;Residente;14
SC;ESTÔNIA;Residente;6
SC;URUGUAI;Temporário;42
SC;INDIA;Temporário;8
SC;SAMOA OCIDENTAL;Residente;2
SC;ARGENTINA;Provisório;29
SC;MONGÓLIA;Residente;6
SC;LITUÂNIA;Residente;11
SC;SÍRIA;Residente;233
SC;FILIPINAS;Residente;129
SC;SENEGAL;Temporário;41
SC;SERRA LEOA;Residente;37
SC;TOGO;Residente;154
SC;TURQUIA;Temporário;4
SC;LÍBANO;Provisório;7
SC;PAÍSES BAIXOS;Temporário;15
SC;COSTA RICA;Temporário;10
SC;GANA;Temporário;42
SC;QUÊNIA;Residente;14
SC;ALBÂNIA;Residente;7
SC;PALESTINA;Residente;58
SC;TRINIDAD E TOBAGO;Residente;4
SC;INDONÉSIA;Residente;7
SC;DINAMARCA;Residente;31
SC;TURQUIA;Residente;30
SC;TRINIDAD E TOBAGO;Provisório;2
SC;POLÔNIA;Temporário;10
SC;ROMÊNIA;Residente;50
SC;NORUEGA;Residente;36
SC;TUNÍSIA;Provisório;14
SC;GUINÉ BISSAU;Residente;60
SC;GUINÉ EQUATORIAL;Temporário;4
SC;SERVIA E MONTENEGRO;Residente;25
SC;GANA;Residente;457
SC;TAIWAN, PROVINCIA DA CHINA;Residente;6
SC;ARGÉLIA;Residente;16
SC;PERU;Provisório;19
SC;HAITI;Provisório;111
SC;ARMÊNIA;Residente;4
SC;ESLOVÁQUIA;Residente;10
SC;SUÍCA;Temporário;4
SC;BELARUS;Residente;23
SC;GUIANA FRANCESA;Residente;6
SC;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;5
SC;JAPÃO;Temporário;6
SC;MÉXICO;Temporário;14
SC;ITÁLIA;Temporário;34
SC;EGITO;Temporário;4
SC;LETÔNIA;Residente;7
SC;NIGÉRIA;Temporário;4
SC;HONDURAS;Temporário;8
SC;MOÇAMBIQUE;Residente;28
SC;NORUEGA;Temporário;9
SC;MACEDÔNIA;Residente;4
SC;FIJI, ILHAS;Residente;1
SC;MÔNACO;Residente;1
SC;CUBA;Temporário;46
SC;IRLANDA;Residente;41
SC;PANAMÁ;Residente;16
SC;DOMINICA;Provisório;2
SC;CANADÁ;Temporário;19
SC;AFRICA DO SUL;Provisório;3
SC;KUAITE;Residente;2
SC;BENIN;Temporário;11
SC;GANA;Provisório;18
SC;BOLÍVIA;Provisório;2
SC;GUATEMALA;Residente;20
SC;ARMÊNIA;Provisório;2
SC;ANGOLA;Provisório;37
SC;ALEMANHA;Provisório;5
SC;DINAMARCA;Temporário;2
SC;GÂMBIA;Provisório;1
SC;IÊMEN;Residente;33
SC;REPÚBLICA TCHECA;Residente;18
SC;PANAMÁ;Temporário;1
SC;REPÚBLICA TCHECA;Temporário;7
SC;SAO TOMÉ E PRÍNCIPE;Temporário;3
SC;MALÁSIA;Residente;3
SC;LUXEMBURGO;Residente;4
SC;ESPANHA;Temporário;28
SC;IUGUSLAVIA;Residente;3
SC;ESLOVÊNIA;Residente;4
SC;PALESTINA;Provisório;9
SC;NICARÁGUA;Temporário;1
SC;GUIANA FRANCESA;Provisório;14
SC;NOVA ZELÂNDIA;Residente;24
SC;CHILE;Provisório;8
SC;TAILÂNDIA;Residente;4
SC;HONDURAS;Residente;11
SC;EGITO;Provisório;6
SC;TANZÂNIA;Provisório;1
SC;SAO TOMÉ E PRÍNCIPE;Residente;5
SC;LÍBANO;Temporário;3
SC;UGANDA;Temporário;1
SC;CROÁCIA;Temporário;4
SC;AUSTRIA;Temporário;12
SC;BARBADOS;Temporário;1
SC;UNIÃO SOVIÉTICA;Residente;5
SC;CAMARÕES;Residente;6
SC;TAILÂNDIA;Temporário;2
SC;ROMÊNIA;Temporário;2
SC;QUÊNIA;Temporário;1
SC;ARMÊNIA;Temporário;1
SC;CONGO;Residente;24
SC;TANZÂNIA;Residente;4
SC;BENIN;Provisório;1
SC;FINLÂNDIA;Residente;20
RJ;RÚSSIA;Residente;677
RJ;PORTUGAL;Residente;69033
RJ;FRANÇA;Residente;5521
RJ;JAPÃO;Residente;2284
RJ;ITÁLIA;Residente;8224
RJ;SÍRIA;Residente;553
RJ;CHINA;Residente;6057
RJ;ESTADOS UNIDOS;Temporário;703
RJ;ROMÊNIA;Temporário;122
RJ;GABÃO;Temporário;26
RJ;ANGOLA;Residente;2440
RJ;ESTADOS UNIDOS;Residente;5466
RJ;ESPANHA;Residente;7952
RJ;REINO UNIDO;Temporário;914
RJ;SUÍCA;Residente;1187
RJ;COLÔMBIA;Residente;2786
RJ;VENEZUELA;Residente;2733
RJ;PARAGUAI;Residente;672
RJ;ARGENTINA;Residente;13205
RJ;ALEMANHA;Residente;3699
RJ;FRANÇA;Temporário;837
RJ;BOLÍVIA;Residente;1474
RJ;COLÔMBIA;Temporário;1166
RJ;HAITI;Residente;1728
RJ;EQUADOR;Residente;559
RJ;POLÔNIA;Temporário;508
RJ;REINO UNIDO;Residente;2510
RJ;PERU;Residente;2680
RJ;MÉXICO;Residente;764
RJ;BULGÁRIA;Residente;34
RJ;NORUEGA;Temporário;469
RJ;PERU;Temporário;781
RJ;POLÔNIA;Residente;486
RJ;AUSTRIA;Residente;509
RJ;MOÇAMBIQUE;Temporário;78
RJ;SUÉCIA;Temporário;45
RJ;GUINÉ BISSAU;Residente;85
RJ;ISRAEL;Residente;249
RJ;CUBA;Residente;716
RJ;PAQUISTÃO;Residente;75
RJ;CHILE;Residente;2753
RJ;EQUADOR;Temporário;471
RJ;SENEGAL;Temporário;36
RJ;SUÉCIA;Residente;492
RJ;PAÍSES BAIXOS;Residente;1100
RJ;FILIPINAS;Temporário;1287
RJ;URUGUAI;Residente;2087
RJ;ITÁLIA;Temporário;207
RJ;REPÚBLICA DEMOCRÁTICA DO CONGO;Provisório;25
RJ;ANGOLA;Temporário;158
RJ;JAPÃO;Temporário;113
RJ;CONGO;Residente;348
RJ;CANADÁ;Residente;577
RJ;ESPANHA;Temporário;136
RJ;FINLÂNDIA;Residente;141
RJ;HAITI;Temporário;263
RJ;REPÚBLICA TCHECA;Residente;55
RJ;HUNGRIA;Residente;153
RJ;ARGÉLIA;Residente;40
RJ;NOVA ZELÂNDIA;Residente;83
RJ;BÉLGICA;Residente;570
RJ;RÚSSIA;Provisório;60
RJ;IUGUSLAVIA;Residente;1
RJ;CORÉIA DO SUL;Residente;232
RJ;INDIA;Residente;318
RJ;TCHECOSLOVAQUIA;Residente;47
RJ;CAMARÕES;Temporário;10
RJ;AFRICA DO SUL;Temporário;88
RJ;INDIA;Temporário;467
RJ;PAQUISTÃO;Provisório;10
RJ;DINAMARCA;Residente;337
RJ;GRÉCIA;Temporário;17
RJ;PAÍSES BAIXOS;Temporário;162
RJ;VENEZUELA;Temporário;1731
RJ;ARGÉLIA;Temporário;2
RJ;APÁTRIDA;Residente;105
RJ;NICARÁGUA;Residente;79
RJ;UCRÂNIA;Temporário;197
RJ;BOLÍVIA;Temporário;195
RJ;CABO VERDE;Residente;137
RJ;ANGOLA;Provisório;160
RJ;GANA;Temporário;46
RJ;PARAGUAI;Temporário;105
RJ;CUBA;Provisório;140
RJ;TOGO;Residente;29
RJ;REP. DOMINICANA;Temporário;71
RJ;NIGÉRIA;Residente;195
RJ;PORTUGAL;Temporário;191
RJ;RÚSSIA;Temporário;177
RJ;AUSTRÁLIA;Residente;300
RJ;ARGENTINA;Temporário;287
RJ;EQUADOR;Provisório;6
RJ;ZIMBÁBUE;Residente;10
RJ;MARROCOS;Residente;114
RJ;NORUEGA;Residente;568
RJ;MOÇAMBIQUE;Residente;59
RJ;VENEZUELA;Provisório;394
RJ;SAO TOMÉ E PRÍNCIPE;Residente;22
RJ;ROMÊNIA;Residente;194
RJ;CROÁCIA;Temporário;96
RJ;LÍBANO;Residente;631
RJ;AFRICA DO SUL;Residente;152
RJ;MALÁSIA;Temporário;200
RJ;CHILE;Provisório;2
RJ;TUNÍSIA;Residente;39
RJ;BENIN;Residente;34
RJ;COLÔMBIA;Provisório;118
RJ;GUATEMALA;Residente;58
RJ;GRÉCIA;Residente;271
RJ;ALEMANHA;Temporário;245
RJ;CHINA;Temporário;193
RJ;REP. DOMINICANA;Residente;79
RJ;TRINIDAD E TOBAGO;Residente;40
RJ;COSTA RICA;Residente;91
RJ;LETÔNIA;Residente;18
RJ;REPÚBLICA DEMOCRÁTICA DO CONGO;Residente;142
RJ;CROÁCIA;Residente;37
RJ;SÉRVIA;Residente;34
RJ;AFEGANISTÃO;Residente;13
RJ;NIGÉRIA;Provisório;11
RJ;NOVA ZELÂNDIA;Temporário;10
RJ;MALÁSIA;Residente;57
RJ;PORTUGAL;Provisório;4
RJ;UCRÂNIA;Residente;79
RJ;HONDURAS;Temporário;19
RJ;SURINAME;Residente;3
RJ;SERVIA E MONTENEGRO;Residente;95
RJ;IRÃ;Residente;92
RJ;CHILE;Temporário;517
RJ;SENEGAL;Residente;324
RJ;IRLANDA;Residente;160
RJ;CONGO;Temporário;31
RJ;GUINÉ BISSAU;Temporário;18
RJ;DINAMARCA;Temporário;102
RJ;TURQUIA;Residente;105
RJ;IRAQUE;Residente;57
RJ;CANADÁ;Temporário;106
RJ;FILIPINAS;Residente;192
RJ;MÉXICO;Temporário;227
RJ;BÉLGICA;Temporário;53
RJ;PANAMÁ;Residente;103
RJ;CUBA;Temporário;53
RJ;EGITO;Temporário;9
RJ;EGITO;Residente;96
RJ;AFEGANISTÃO;Temporário;122
RJ;CINGAPURA;Residente;50
RJ;TAILÂNDIA;Temporário;87
RJ;BENIN;Temporário;31
RJ;SRI LANKA;Residente;9
RJ;MÉXICO;Provisório;6
RJ;LITUÂNIA;Residente;71
RJ;CORÉIA DO SUL;Temporário;23
RJ;TUNÍSIA;Temporário;3
RJ;CAZAQUISTÃO;Residente;15
RJ;REPÚBLICA DEMOCRÁTICA DO CONGO;Temporário;12
RJ;ZÂMBIA;Residente;4
RJ;HONDURAS;Residente;49
RJ;INDONÉSIA;Residente;49
RJ;BULGÁRIA;Provisório;1
RJ;CAMARÕES;Residente;44
RJ;BOLÍVIA;Provisório;7
RJ;JAMAICA;Residente;5
RJ;VIETINA;Residente;20
RJ;HONG-KONG (R.A.E.);Residente;5
RJ;SERRA LEOA;Residente;14
RJ;FINLÂNDIA;Temporário;32
RJ;AUSTRIA;Temporário;27
RJ;TURCOMENISTÃO;Residente;3
RJ;CABO VERDE;Temporário;15
RJ;JORDÂNIA;Residente;60
RJ;CHADE;Residente;1
RJ;NIGÉRIA;Temporário;34
RJ;COSTA RICA;Temporário;10
RJ;IRLANDA;Temporário;36
RJ;ISRAEL;Temporário;12
RJ;ESLOVÁQUIA;Residente;18
RJ;FEROES, IS;Residente;2
RJ;TAILÂNDIA;Residente;35
RJ;BELARUS;Residente;27
RJ;ALBÂNIA;Residente;7
RJ;MALTA;Temporário;4
RJ;SRI LANKA;Temporário;1
RJ;SÍRIA;Temporário;6
RJ;QUÊNIA;Residente;11
RJ;NAMÍBIA;Temporário;4
RJ;GANA;Residente;99
RJ;PORTO RICO;Residente;6
RJ;EL SALVADOR;Temporário;4
RJ;ANTÍGUA;Residente;1
RJ;INDONÉSIA;Temporário;65
RJ;CONGO;Provisório;3
RJ;EL SALVADOR;Residente;59
RJ;ESLOVÊNIA;Residente;19
RJ;TURQUIA;Temporário;32
RJ;PAQUISTÃO;Temporário;11
RJ;URUGUAI;Temporário;17
RJ;GUIANA FRANCESA;Residente;38
RJ;SÍRIA;Provisório;3
RJ;COSTA DO MARFIM;Residente;16
RJ;BULGÁRIA;Temporário;36
RJ;ESTÔNIA;Temporário;2
RJ;LITUÂNIA;Temporário;30
RJ;ARGENTINA;Provisório;12
RJ;QUÊNIA;Temporário;7
RJ;GUINÉ BISSAU;Provisório;3
RJ;UZBEQUISTÃO;Residente;8
RJ;SUÍCA;Temporário;34
RJ;BÓSNIA-HERZEGOVINA;Residente;4
RJ;BANGLADESH;Provisório;2
RJ;MARROCOS;Temporário;5
RJ;MYANMAR;Temporário;51
RJ;COSTA DO MARFIM;Temporário;12
RJ;FRANÇA;Provisório;4
RJ;ESTÔNIA;Residente;26
RJ;TREGUA, ESTADO;Residente;1
RJ;HAITI;Provisório;6
RJ;LETÔNIA;Temporário;38
RJ;SAMOA OCIDENTAL;Residente;2
RJ;IRÃ;Temporário;20
RJ;GUINÉ EQUATORIAL;Temporário;12
RJ;ARÁBIA SAUDITA;Residente;8
RJ;MALTA;Residente;5
RJ;SAO TOMÉ E PRÍNCIPE;Temporário;6
RJ;ALEMANHA;Provisório;2
RJ;ISLÂNDIA;Temporário;1
RJ;GANA;Provisório;2
RJ;URUGUAI;Provisório;1
RJ;BARBADOS;Residente;5
RJ;PARAGUAI;Provisório;2
RJ;UNIÃO SOVIÉTICA;Residente;19
RJ;ARMÊNIA;Temporário;4
RJ;TOGO;Provisório;2
RJ;MAURÍCIO;Residente;4
RJ;ESTADOS UNIDOS;Provisório;4
RJ;LIECHTENSTEIN;Residente;8
RJ;VIETINA;Temporário;7
RJ;BURKINA FASO;Temporário;4
RJ;LIBÉRIA;Residente;21
RJ;MOLDOVA;Residente;11
RJ;FIJI, ILHAS;Temporário;2
RJ;REP. DOMINICANA;Provisório;5
RJ;IRÃ;Provisório;7
RJ;GUINÉ;Residente;26
RJ;TERRIT. BRIT. DO OCEANO INDICO;Residente;1
RJ;BANGLADESH;Temporário;14
RJ;AUSTRÁLIA;Temporário;42
RJ;ETIÓPIA;Residente;3
RJ;ARMÊNIA;Residente;11
RJ;SUAZILÂNDIA;Residente;1
RJ;REP. MONTENEGRO;Temporário;7
RJ;BURKINA FASO;Residente;7
RJ;PALESTINA;Residente;21
RJ;PANAMÁ;Temporário;9
RJ;POLÔNIA;Residente;1
RJ;ISLÂNDIA;Residente;8
RJ;MALI;Residente;8
RJ;PAÍSES BAIXOS;Provisório;4
RJ;LÍBIA;Residente;16
RJ;TRINIDAD E TOBAGO;Temporário;9
RJ;UCRÂNIA;Provisório;4
RJ;GUIANA;Temporário;4
RJ;MARROCOS;Provisório;13
RJ;ITÁLIA;Provisório;4
RJ;LÍBANO;Provisório;2
RJ;TUNÍSIA;Provisório;2
RJ;BELARUS;Provisório;3
RJ;PERU;Provisório;6
RJ;VIETNAM DO NORTE;Residente;6
RJ;LUXEMBURGO;Residente;13
RJ;TURQUIA;Provisório;4
RJ;Montenegro;Residente;3
RJ;CAMARÕES;Provisório;4
RJ;POLINÉSIA FRANCESA;Residente;1
RJ;ZIMBÁBUE;Temporário;1
RJ;JAMAICA;Temporário;15
RJ;REPÚBLICA TCHECA;Temporário;8
RJ;MÔNACO;Residente;1
RJ;CINGAPURA;Temporário;43
RJ;GUIANA;Residente;3
RJ;GUINÉ EQUATORIAL;Provisório;2
RJ;QUIRGUISTÃO;Residente;5
RJ;CORÉIA DO SUL;Provisório;2
RJ;AFEGANISTÃO;Provisório;11
RJ;GUATEMALA;Temporário;5
RJ;IRAQUE;Provisório;2
RJ;PORTO RICO;Temporário;1
RJ;TAIWAN, PROVINCIA DA CHINA;Residente;6
RJ;GABÃO;Residente;6
RJ;NACIONALIDADE INDEFINIDA;Residente;4
RJ;KUAITE;Temporário;1
RJ;FIJI, ILHAS;Residente;1
RJ;RUANDA;Temporário;1
RJ;BHUTAN;Residente;2
RJ;NEPAL;Provisório;1
RJ;NACIONALIDADE INDEFINIDA;Provisório;1
RJ;IÊMEN;Residente;7
RJ;MADAGASCAR;Temporário;1
RJ;MADAGASCAR;Residente;3
RJ;CHINA;Provisório;5
RJ;IÊMEN;Provisório;1
RJ;HONDURAS;Provisório;1
RJ;BANGLADESH;Residente;18
RJ;LÍBANO;Temporário;6
RJ;FINLÂNDIA;Provisório;1
RJ;EGITO;Provisório;2
RJ;AZERBAIJÃO;Temporário;9
RJ;TOGO;Temporário;3
RJ;GEÓRGIA;Temporário;4
RJ;ESLOVÁQUIA;Temporário;5
RJ;GUINÉ EQUATORIAL;Residente;2
RJ;HUNGRIA;Temporário;4
RJ;GUINÉ;Provisório;2
RJ;NAMÍBIA;Residente;3
RJ;UGANDA;Provisório;3
RJ;ETIÓPIA;Temporário;1
RJ;MOÇAMBIQUE;Provisório;3
RJ;BURUNDI;Residente;1
RJ;NICARÁGUA;Provisório;1
RJ;PALESTINA;Temporário;1
RJ;BARBADOS;Temporário;1
RJ;FILIPINAS;Provisório;12
RJ;CHIPRE;Residente;1
RJ;LÍBIA;Temporário;1
RJ;BAHAMA,IS;Residente;3
RJ;SENEGAL;Provisório;2
RJ;PANAMÁ, ZONA DO CANAL;Residente;1
RJ;SANTA HELENA;Residente;1
RJ;GÂMBIA;Provisório;1
RJ;MONGÓLIA;Residente;1
RJ;SUDÃO;Residente;2
RJ;ZÂMBIA;Temporário;3
RJ;AZERBAIJÃO;Residente;2
RJ;TURCAS E CAICOS;Residente;1
RJ;GEÓRGIA;Residente;2
RJ;KUAITE;Residente;1
RJ;UGANDA;Temporário;1
RJ;TAILÂNDIA;Provisório;1
RJ;ZIMBÁBUE;Provisório;1
RJ;CAZAQUISTÃO;Temporário;5
RJ;ESLOVÊNIA;Temporário;1
RJ;GUADALUPE;Residente;1
RJ;ANDORRA;Residente;2
RJ;EL SALVADOR;Provisório;1
RJ;MASCATE;Residente;1
RJ;SOMÁLIA;Residente;1
RJ;CABO VERDE;Provisório;1
RJ;UGANDA;Residente;3
RJ;REP. CENTRO AFRICANA;Residente;2
RJ;TANZÂNIA;Temporário;3
RJ;SÉRVIA;Temporário;7
RJ;AFRICA DO SUL;Provisório;1
RJ;GEÓRGIA;Provisório;1
RJ;CHIPRE;Temporário;1
RJ;SAN MARINO;Residente;2
RJ;BENIN;Provisório;2
GO;IRAQUE;Residente;14
GO;VENEZUELA;Residente;1914
GO;URUGUAI;Residente;130
GO;POLÔNIA;Residente;77
GO;CANADÁ;Temporário;3
GO;BOLÍVIA;Residente;371
GO;GUINÉ BISSAU;Provisório;6
GO;HAITI;Residente;1901
GO;COLÔMBIA;Temporário;370
GO;ESPANHA;Residente;824
GO;ESTADOS UNIDOS;Residente;1017
GO;VENEZUELA;Temporário;2524
GO;HAITI;Temporário;196
GO;COLÔMBIA;Residente;685
GO;ALEMANHA;Residente;254
GO;FILIPINAS;Residente;33
GO;ITÁLIA;Residente;611
GO;VENEZUELA;Provisório;299
GO;FRANÇA;Residente;225
GO;PORTUGAL;Residente;1575
GO;LITUÂNIA;Residente;17
GO;SUÍCA;Residente;260
GO;PARAGUAI;Residente;131
GO;SÍRIA;Residente;122
GO;NIGÉRIA;Residente;24
GO;CANADÁ;Residente;72
GO;ARGÉLIA;Residente;4
GO;PAQUISTÃO;Residente;27
GO;JAPÃO;Residente;277
GO;MÉXICO;Residente;79
GO;REINO UNIDO;Residente;181
GO;REP. DOMINICANA;Residente;25
GO;GUINÉ BISSAU;Residente;54
GO;SUÉCIA;Temporário;63
GO;CUBA;Temporário;14
GO;CHINA;Residente;262
GO;LÍBANO;Residente;261
GO;PERU;Residente;424
GO;ARGENTINA;Residente;338
GO;CHILE;Provisório;1
GO;INDIA;Residente;28
GO;ANGOLA;Residente;64
GO;BÉLGICA;Residente;91
GO;IRLANDA;Residente;40
GO;ALEMANHA;Temporário;11
GO;PAÍSES BAIXOS;Residente;128
GO;PALESTINA;Residente;16
GO;JORDÂNIA;Residente;53
GO;ESTADOS UNIDOS;Temporário;79
GO;GUINÉ BISSAU;Temporário;68
GO;CHILE;Residente;176
GO;PERU;Provisório;2
GO;SENEGAL;Residente;182
GO;EQUADOR;Residente;43
GO;CHIPRE;Residente;1
GO;SENEGAL;Temporário;24
GO;CUBA;Residente;207
GO;MAURÍCIO;Residente;1
GO;TUNÍSIA;Residente;4
GO;CUBA;Provisório;221
GO;AUSTRIA;Residente;47
GO;LETÔNIA;Residente;10
GO;GRÉCIA;Residente;20
GO;ESLOVÊNIA;Temporário;1
GO;NOVA ZELÂNDIA;Residente;10
GO;CORÉIA DO SUL;Residente;31
GO;CAMARÕES;Residente;7
GO;ANGOLA;Temporário;21
GO;UCRÂNIA;Residente;13
GO;BOLÍVIA;Temporário;53
GO;MÉXICO;Temporário;4
GO;MACEDÔNIA;Temporário;1
GO;PERU;Temporário;66
GO;TANZÂNIA;Residente;19
GO;BÉLGICA;Temporário;2
GO;EQUADOR;Temporário;5
GO;LÍBIA;Residente;62
GO;ESLOVÁQUIA;Residente;6
GO;FRANÇA;Temporário;5
GO;SUÍCA;Temporário;7
GO;ROMÊNIA;Residente;25
GO;SUÉCIA;Residente;13
GO;TURQUIA;Residente;13
GO;DINAMARCA;Residente;11
GO;COSTA DO MARFIM;Temporário;3
GO;EQUADOR;Provisório;1
GO;CONGO;Residente;7
GO;CHILE;Temporário;13
GO;FINLÂNDIA;Residente;8
GO;AUSTRÁLIA;Residente;30
GO;MOÇAMBIQUE;Temporário;24
GO;INDONÉSIA;Residente;7
GO;IRÃ;Residente;11
GO;COLÔMBIA;Provisório;2
GO;MARROCOS;Residente;27
GO;MOÇAMBIQUE;Residente;20
GO;CROÁCIA;Residente;2
GO;FILIPINAS;Temporário;5
GO;HUNGRIA;Provisório;1
GO;MARROCOS;Provisório;13
GO;ITÁLIA;Temporário;8
GO;AFEGANISTÃO;Temporário;195
GO;BENIN;Temporário;9
GO;BULGÁRIA;Residente;7
GO;PANAMÁ;Residente;4
GO;SAO TOMÉ E PRÍNCIPE;Residente;3
GO;ISRAEL;Residente;7
GO;EGITO;Temporário;1
GO;PANAMÁ;Temporário;2
GO;RÚSSIA;Residente;39
GO;ESLOVÊNIA;Residente;4
GO;SÉRVIA;Residente;5
GO;HONDURAS;Residente;16
GO;SERVIA E MONTENEGRO;Residente;5
GO;SURINAME;Residente;3
GO;PORTUGAL;Temporário;13
GO;NORUEGA;Residente;23
GO;AUSTRIA;Temporário;1
GO;RÚSSIA;Provisório;3
GO;PARAGUAI;Temporário;25
GO;SRI LANKA;Residente;2
GO;CHINA;Temporário;49
GO;GANA;Temporário;1
GO;HONG-KONG (R.A.E.);Residente;2
GO;CHADE;Residente;3
GO;SENEGAL;Provisório;1
GO;UGANDA;Residente;1
GO;HUNGRIA;Residente;12
GO;AFRICA DO SUL;Residente;11
GO;CAMARÕES;Temporário;2
GO;REP. DOMINICANA;Temporário;2
GO;ARGENTINA;Temporário;19
GO;REINO UNIDO;Temporário;3
GO;ANGOLA;Provisório;8
GO;VIETINA;Temporário;1
GO;CORÉIA DO SUL;Temporário;2
GO;CABO VERDE;Residente;9
RJ;EMIRADOS ÁRABES;Residente;2
RJ;ANTILHAS HOLÂNDESAS;Residente;1
MS;BOLÍVIA;Residente;2458
MS;PARAGUAI;Residente;6535
MS;BOLÍVIA;Temporário;681
MS;JORDÂNIA;Residente;42
MS;PERU;Residente;177
MS;LÍBANO;Residente;303
MS;SÍRIA;Residente;72
MS;BOLÍVIA;Fronteiriço;85
MS;COLÔMBIA;Residente;303
MS;CHINA;Residente;460
MS;URUGUAI;Residente;92
MS;SENEGAL;Residente;26
MS;COLÔMBIA;Temporário;166
MS;CUBA;Residente;118
MS;ESPANHA;Residente;178
MS;ITÁLIA;Residente;192
MS;ESTADOS UNIDOS;Residente;158
MS;LÍBANO;Provisório;10
MS;PORTUGAL;Residente;644
MS;CHILE;Residente;77
MS;HAITI;Temporário;404
MS;INDIA;Residente;27
MS;ARGENTINA;Residente;239
MS;VENEZUELA;Residente;2240
MS;BOLÍVIA;Provisório;25
MS;AUSTRÁLIA;Residente;12
MS;ROMÊNIA;Residente;10
MS;PAQUISTÃO;Residente;18
MS;CORÉIA DO SUL;Residente;84
MS;VENEZUELA;Temporário;7018
MS;NIGÉRIA;Residente;10
MS;PALESTINA;Residente;9
MS;CUBA;Provisório;75
MS;JAPÃO;Residente;827
MS;MARROCOS;Residente;10
MS;POLÔNIA;Residente;21
MS;ISRAEL;Residente;3
MS;EQUADOR;Residente;34
MS;DINAMARCA;Residente;2
MS;BÉLGICA;Residente;14
MS;GÂMBIA;Residente;1
MS;EL SALVADOR;Residente;5
MS;CAMARÕES;Residente;2
MS;RÚSSIA;Residente;18
MS;APÁTRIDA;Residente;8
MS;UCRÂNIA;Temporário;3
MS;HAITI;Provisório;4
MS;ESTADOS UNIDOS;Temporário;2
MS;VENEZUELA;Provisório;491
MS;COLÔMBIA;Provisório;39
MS;PARAGUAI;Temporário;2334
MS;CANADÁ;Residente;13
MS;ESLOVÊNIA;Residente;1
MS;FRANÇA;Residente;63
MS;REINO UNIDO;Residente;48
BA;JAPÃO;Residente;590
BA;INDIA;Residente;89
BA;SUÍCA;Residente;815
BA;ITÁLIA;Residente;3508
BA;ROMÊNIA;Provisório;9
BA;ARGENTINA;Residente;3892
BA;URUGUAI;Residente;503
BA;COLÔMBIA;Residente;1277
BA;CROÁCIA;Residente;18
BA;CHINA;Residente;1006
BA;SUÉCIA;Residente;95
BA;CHILE;Residente;787
